Date,Ticker,Buy Quant,Buy Price,Sell Quant,Sell Price,Px Close,Dolar Ref,Dolar Ref Last Month,Close Day,Hold Pos,MtoM P&L,Gross P&L,Comm,Register Fee,Avg Weekly Traded Vol,Exc Fee,Net P&L
05/03/2021,WINJ21,150.0,115014.16666666699,150.0,115012.5,115277.0,5.6846,5.5302,No,0.0,0.0,-50.00000000974978,30.0,1.96,,162.58788,-242.5878800097498
