Date,Ticker,Buy Quant,Buy Price,Sell Quant,Sell Price,Px Close,Dolar Ref,Dolar Ref Last Month,Close Day,Hold Pos,MtoM P&L,Gross P&L,Comm,Register Fee,Avg Weekly Traded Vol,Exc Fee,Net P&L
17/02/2021,INDJ21,50.0,119412.0,50.0,119218.0,120586.0,5.4184,5.4759,No,0.0,0.0,-9700.0,20.0,1.96,,107.32764000000002,-9827.32764
05/03/2021,INDJ21,30.0,115016.66666666699,30.0,115008.33333333301,115277.0,5.6846,5.5302,No,0.0,-0.0,-250.00000001949957,12.0,1.96,,65.035152,-327.03515201949955
